Obesity_prevalence,diabetes_prevalence,Heart disease_prevalence,CKD_prevalence,COPD_prevalence,Percent of adults with less than a high school diploma 2014-18,Unemployment_rate_2018,Median_Household_Income_2018,anycondition_number,Total Active Patient Care Physicians per 100000 Population 2018 (AAMC),STATE_NAME,COUNTY_NAME,Urban_rural_code,y
0.6743515850144093,0.39583333333333326,0.5575221238938053,0.44186046511627897,0.475609756097561,0.2727272727272727,0.4295774647887324,0.35883517829921213,0.0035352894665959976,0.16861773975686623,0.44,0.4776931447225245,0.4,49.7
0.5187319884726225,0.36458333333333337,0.47787610619469023,0.37209302325581395,0.39024390243902446,0.1902748414376321,0.3450704225352113,0.3259748400792124,0.006687230104873534,0.22174696082845569,0.76,0.7633297062023939,0.8,46.7
0.5331412103746398,0.31770833333333326,0.3097345132743363,0.2325581395348837,0.34756097560975613,0.2029598308668076,0.2676056338028169,0.3897793164365802,0.004949822314516339,0.08374606033318321,0.28,0.17736670293797607,0.6000000000000001,47.0
0.6138328530259367,0.265625,0.35398230088495575,0.2558139534883721,0.2804878048780488,0.1416490486257928,0.2323943661971831,0.4405764271772734,0.011474746070500733,0.03219270598829349,0.72,0.733949945593036,0.0,46.9
0.6426512968299711,0.33333333333333337,0.4070796460176992,0.34883720930232553,0.3719512195121952,0.16279069767441862,0.295774647887324,0.344866150931031,0.017277806257656986,0.16861773975686623,0.44,0.003264417845484222,0.2,48.0
0.04610951008645536,0.14062500000000006,0.07079646017699115,0.09302325581395343,0.018292682926829257,0.21775898520084566,0.16901408450704225,0.7878574176176433,0.0634360636366006,0.15533543448896892,0.08,0.10935799782372144,1.0,23.9
0.5100864553314122,0.48958333333333337,0.4690265486725663,0.4651162790697674,0.4329268292682927,0.36997885835095135,0.3098591549295775,0.3469675599435825,0.0025110564683598195,0.06325979288608735,0.2,0.24156692056583245,0.2,46.1
0.4380403458213256,0.2187500000000001,0.35398230088495575,0.2790697674418605,0.15853658536585363,0.2536997885835095,0.20422535211267606,0.3783034862019347,0.00028116881424264275,0.09972985141828,0.8200000000000001,0.7801958650707291,0.4,40.4
0.4207492795389049,0.23958333333333337,0.22123893805309736,0.18604651162790709,0.17682926829268297,0.10359408033826638,0.2605633802816902,0.6306933937399382,0.06825312144303204,0.22174696082845569,0.76,0.749727965179543,0.6000000000000001,39.3
0.5907780979827091,0.42708333333333337,0.33628318584070793,0.44186046511627897,0.1402439024390244,0.3995771670190275,0.38732394366197187,0.2102477525608696,0.0005626851795535706,0.08779828905898246,0.62,0.6202393906420022,0.4,48.3
0.5100864553314122,0.30208333333333337,0.35398230088495575,0.3255813953488371,0.31097560975609756,0.2346723044397463,0.4014084507042254,0.38320439942442763,0.03231390812487509,0.1479063484916704,0.26,0.2910772578890098,0.0,42.7
0.6772334293948128,0.41145833333333337,0.5309734513274337,0.3255813953488371,0.5121951219512195,0.2938689217758985,0.295774647887324,0.404389451639099,0.0011403150550434004,0.08959927960378206,0.34,0.21109902067464636,0.2,51.0
0.6253602305475505,0.31770833333333326,0.4513274336283186,0.3255813953488371,0.25,0.19238900634249473,0.2887323943661972,0.4861235770967788,0.00023251166468272932,0.09522737505628093,0.68,0.690424374319913,0.2,48.6
0.6397694524495676,0.44791666666666663,0.5929203539823009,0.39534883720930236,0.524390243902439,0.226215644820296,0.36619718309859156,0.2986565229160434,0.02621299667219852,0.12787032868077441,0.96,0.970620239390642,0.2,52.2
0.5706051873198847,0.265625,0.37168141592920356,0.2790697674418605,0.24390243902439024,0.13742071881606766,0.19014084507042256,0.4572523542904361,0.0013332058979416287,0.041197658712291696,0.3,0.31991294885745375,0.4,42.4
0.46974063400576366,0.32291666666666674,0.4690265486725663,0.39534883720930236,0.2682926829268293,0.08456659619450319,0.323943661971831,0.2762604892365118,8.06318478421423e-05,0.13822602431337228,0.52,0.5652883569096845,0.2,41.9
0.5619596541786744,0.359375,0.4247787610619469,0.30232558139534893,0.42073170731707327,0.19873150105708243,0.2605633802816902,0.3727828354062487,0.002413047067103422,0.08374606033318321,0.28,0.027747551686615884,0.4,46.3
0.3487031700288185,0.27604166666666674,0.21238938053097345,0.30232558139534893,0.15243902439024393,0.2114164904862579,0.31690140845070425,0.3659443518399795,0.06923043504704973,0.08779828905898246,0.62,0.6158868335146899,0.0,37.5
0.20461095100864551,0.06250000000000006,0.11504424778761063,0.13953488372093026,0.09756097560975607,0.09302325581395349,0.2112676056338028,0.6094086136399254,0.048303342572399224,0.19743358847366044,0.1,0.019042437431991292,0.6000000000000001,29.9
0.622478386167147,0.421875,0.37168141592920356,0.39534883720930236,0.35975609756097565,0.35940803382663844,0.28169014084507044,0.3253978430283085,0.005164956425784813,0.06325979288608735,0.2,0.23286180631120784,0.8,48.8
0.6051873198847264,0.515625,0.4690265486725663,0.4651162790697674,0.43902439024390244,0.3784355179704017,0.4084507042253521,0.26462082033309114,0.0033827145476188402,0.06325979288608735,0.2,0.2334058759521219,0.8,49.4
0.6829971181556196,0.48958333333333337,0.49557522123893816,0.44186046511627897,0.34756097560975613,0.3023255813953488,0.3450704225352113,0.31139319855821973,0.0017203777880112259,0.056506078343088684,0.86,0.8275299238302503,0.4,52.1
0.5821325648414986,0.46875,0.5221238938053097,0.4651162790697674,0.34146341463414637,0.386892177589852,0.2535211267605634,0.2829849980766765,0.00042540250758095764,0.056506078343088684,0.86,0.2763873775843308,0.4,47.1
0.6570605187319885,0.40104166666666674,0.5309734513274337,0.34883720930232553,0.5182926829268293,0.22832980972515854,0.33098591549295775,0.2834408969810944,0.014018124788211067,0.12787032868077441,0.96,0.9684439608269859,0.0,54.0
0.6195965417867437,0.40104166666666674,0.5398230088495576,0.4186046511627908,0.4939024390243903,0.47991543340380544,0.22535211267605637,0.304091692667151,0.0011775030193499057,0.14835659612787022,0.18,0.07399347116430903,0.4,49.3
0.5821325648414986,0.19270833333333337,0.2920353982300885,0.2325581395348837,0.1951219512195122,0.08245243128964058,0.18309859154929578,0.4845136840905529,0.002770329565300501,0.14295362449347138,0.98,0.32426550598476606,0.0,43.7
0.5533141210374639,0.328125,0.4424778761061948,0.37209302325581395,0.40243902439024387,0.20930232558139533,0.35211267605633806,0.32546195381174226,0.016449244510865317,0.2910850968032418,0.64,0.3422198041349293,0.8,46.5
0.634005763688761,0.33333333333333337,0.4247787610619469,0.30232558139534893,0.40243902439024387,0.20507399577167018,0.22535211267605637,0.41272385348548957,0.01776785326393897,0.11481314723097702,0.84,0.001632208922742111,0.0,48.8
0.5187319884726225,0.27083333333333337,0.38938053097345127,0.3255813953488371,0.35975609756097565,0.16490486257928116,0.3450704225352113,0.3804547591571569,0.0055778470949075076,0.1479063484916704,0.26,0.27965179542981505,0.6000000000000001,45.1
0.634005763688761,0.36979166666666663,0.5221238938053097,0.39534883720930236,0.475609756097561,0.27906976744186046,0.2887323943661972,0.281111538516334,0.0005755445690801192,0.1384511481314723,0.5,0.28618063112078346,0.8,49.3
0.5706051873198847,0.33854166666666663,0.4513274336283186,0.3255813953488371,0.2926829268292684,0.16490486257928116,0.2112676056338028,0.48061717314185576,9.80094012563971e-05,0.056506078343088684,0.86,0.7959738846572362,0.4,47.3
0.6195965417867437,0.359375,0.4070796460176992,0.3255813953488371,0.3719512195121952,0.1945031712473573,0.31690140845070425,0.3583151686113604,0.012930985046615285,0.16614137775776672,0.7000000000000001,0.2921653971708379,0.2,47.2
0.46397694524495675,0.17187500000000006,0.21238938053097345,0.18604651162790709,0.15243902439024393,0.17758985200845664,0.24647887323943662,0.5112265105212919,0.08961430520197061,0.40274651058081945,0.42,0.4450489662676823,0.0,39.3
0.44668587896253603,0.25520833333333337,0.4247787610619469,0.3255813953488371,0.29878048780487815,0.09936575052854124,0.2676056338028169,0.37147212605604707,0.006607640910236247,0.294687077892841,0.38,0.21109902067464636,0.4,41.9
0.6109510086455332,0.41145833333333337,0.4424778761061948,0.39534883720930236,0.31097560975609756,0.16701902748414374,0.5633802816901409,0.42217663233178043,0.006827988287528998,0.29558757316524087,0.4,0.4450489662676823,0.0,45.9
0.5619596541786744,0.34895833333333337,0.33628318584070793,0.30232558139534893,0.25,0.17758985200845664,0.24647887323943662,0.355864712000114,0.0492764855635975,0.030166591625393924,0.06,0.08215451577801959,0.0,47.0
0.6570605187319885,0.46875,0.5663716814159292,0.4651162790697674,0.42073170731707327,0.32346723044397463,0.2605633802816902,0.30870766907438274,0.012221633316245404,0.056506078343088684,0.86,0.27257889009793257,0.8,54.5
0.5302593659942363,0.2968750000000001,0.33628318584070793,0.2325581395348837,0.3353658536585366,0.24947145877378435,0.2676056338028169,0.43912324941944125,0.005720343032904397,0.16614137775776672,0.7000000000000001,0.023394994559303592,0.6000000000000001,46.7
0.6772334293948128,0.6041666666666666,0.5221238938053097,0.5581395348837208,0.40853658536585363,0.42706131078224097,0.2746478873239437,0.40512316393839665,0.0010308364685335952,0.12832057631697436,0.92,0.9205658324265507,0.6000000000000001,51.1
0.7089337175792507,0.34375,0.38938053097345127,0.30232558139534893,0.2865853658536585,0.16067653276955604,0.19718309859154928,0.3580302317960992,0.0008480246066156345,0.07136425033768568,0.32,0.3465723612622416,0.4,49.0
0.5475504322766571,0.265625,0.37168141592920356,0.2790697674418605,0.25609756097560976,0.14799154334038053,0.15492957746478875,0.4277186533886111,0.0017148169709186643,0.041197658712291696,0.3,0.29760609357997825,0.0,45.8
0.5677233429394812,0.5520833333333333,0.654867256637168,0.5581395348837208,0.34756097560975613,0.3636363636363636,0.28169014084507044,0.25559544670969214,0.00029402820376919135,0.056506078343088684,0.86,0.2812840043525571,0.4,50.4
0.7262247838616716,0.6145833333333333,0.8584070796460178,0.6511627906976745,0.6951219512195124,0.33615221987315014,0.36619718309859156,0.2448105882520551,0.0014638850996168248,0.1384511481314723,0.5,0.5495103373231774,0.4,58.1
